City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
362,Port Macquarie,,-31.4333,152.9167,66.38,45,95,5.77,overcast clouds
363,Isabela,,6.7085,121.9711,87.85,64,59,0.47,broken clouds
364,Garden City,,42.3256,-83.331,70.05,59,75,1.99,broken clouds
365,Abha,,18.2164,42.5053,62.42,27,0,5.75,clear sky
366,Nyurba,,63.2842,118.3319,39.33,62,94,15.12,overcast clouds
367,Gobabis,,-22.45,18.9667,61.05,22,4,7.07,clear sky
368,Boden,,65.8252,21.6886,48.2,91,98,3.91,overcast clouds
369,Shagonar,,51.5333,92.8,38.64,41,21,6.58,few clouds
370,Laguna,,38.421,-121.4238,76.82,63,1,4.0,clear sky
371,Uruzgan,,32.8333,66.0,70.72,11,0,5.46,clear sky
372,Nhulunbuy,,-12.2333,136.7667,88.41,58,40,12.66,scattered clouds
373,Tahe,,52.3333,124.7333,55.62,50,0,13.35,clear sky
374,Bengkulu,,-3.8004,102.2655,82.85,71,74,3.76,broken clouds
375,Inhambane,,-23.865,35.3833,70.81,89,0,7.11,clear sky
376,Sarankhola,,22.3082,89.7897,83.1,82,98,5.1,overcast clouds
377,Namuac,,18.6109,121.1657,86.95,69,11,8.48,few clouds
378,Sorata,,-15.7667,-68.6333,47.12,87,81,6.2,broken clouds
379,Simao,,22.7886,100.9748,72.52,82,71,1.05,broken clouds
380,Lepe,,37.2548,-7.2043,66.11,69,100,13.47,overcast clouds
381,Waingapu,,-9.6567,120.2641,86.04,63,87,14.54,overcast clouds
382,Mokrousovo,,55.8103,66.7653,34.86,71,96,19.86,overcast clouds
383,Chabahar,,25.2919,60.643,81.81,75,23,2.98,few clouds
384,Kawalu,,-7.3817,108.2082,79.03,80,99,4.5,overcast clouds
385,Borisoglebsk,,51.3671,42.0849,48.74,90,100,13.22,overcast clouds
386,Makushino,,55.2103,67.2442,36.12,67,100,21.81,overcast clouds
387,Kapit,,2.0167,112.9333,84.94,77,47,2.26,scattered clouds
388,Santa Rosa,,14.3122,121.1114,87.78,79,61,4.94,broken clouds
389,Turbiv,,49.3479,28.7212,45.41,90,55,5.7,broken clouds
390,Parrita,,9.5201,-84.3225,83.98,94,100,5.46,overcast clouds
391,Mehamn,,71.0357,27.8492,49.95,93,75,12.66,broken clouds
392,Grindavik,,63.8424,-22.4338,39.67,81,90,32.21,overcast clouds
393,Ibra,,22.6906,58.5334,80.73,58,30,1.59,scattered clouds
394,Soe,,-9.8607,124.284,86.41,33,89,7.94,overcast clouds
395,Tirumullaivasal,,11.2333,79.8333,84.63,62,100,14.79,light rain
396,Alofi,,-19.0595,-169.9187,78.69,61,100,6.91,overcast clouds
397,Bereda,,43.2686,-7.5406,63.41,84,100,8.48,overcast clouds
398,Aden,,12.7794,45.0367,87.3,66,3,4.32,clear sky
399,Bella Union,,-30.2752,-57.6007,59.68,85,0,7.72,clear sky
400,Maragheh,,37.3917,46.2398,48.47,22,0,6.91,clear sky
401,Moose Factory,,51.2585,-80.6094,46.4,93,90,4.61,overcast clouds
402,Ust-Tsilma,,65.441,52.1498,38.5,92,100,5.57,overcast clouds
403,Gaoyou,,32.7858,119.4278,90.93,61,9,6.89,light rain
404,Jumla,,29.2747,82.1838,66.45,70,23,1.97,few clouds
405,Bosaso,,11.2842,49.1816,86.76,54,19,2.91,few clouds
406,Pryazha,,61.6926,33.6216,42.03,98,75,3.69,broken clouds
407,Banjarmasin,,-3.3244,114.591,86.14,53,42,3.27,scattered clouds
408,Brae,,60.3964,-1.353,55.31,97,100,16.46,overcast clouds
409,Malanje,,-9.5402,16.341,63.64,84,70,4.32,broken clouds
410,Manggar,,-2.8833,108.2667,86.09,64,72,9.55,broken clouds
411,Shimoda,,34.6667,138.95,73.76,61,9,20.07,clear sky
412,Saveh,,35.0213,50.3566,62.11,44,0,2.04,clear sky
413,Cockburn Town,,21.4612,-71.1419,83.3,74,10,12.03,clear sky
414,Calbuco,,-41.768,-73.1273,42.01,80,30,5.73,scattered clouds
415,Rizhao,,35.4275,119.4553,68.74,94,100,7.29,overcast clouds
416,Okha,,53.5739,142.9478,57.0,48,98,2.28,overcast clouds
417,Hay River,,60.8156,-115.7999,44.58,81,75,6.91,broken clouds
418,Mareeba,,-17.0,145.4333,86.43,47,24,9.42,few clouds
419,Casambalangan,,18.3765,122.1274,85.51,74,27,4.12,scattered clouds
420,Evensk,,61.95,159.2333,45.07,44,12,3.42,few clouds
421,Gornopravdinsk,,60.05,69.9,34.97,77,13,6.98,few clouds
422,Kaitangata,,-46.2817,169.8464,50.94,52,5,8.03,clear sky
423,Santomera,,38.0615,-1.0488,71.1,79,95,1.01,overcast clouds
424,Gushikawa,,26.3544,127.8686,87.39,74,1,14.97,clear sky
425,Kahului,,20.8947,-156.47,83.46,86,40,20.71,scattered clouds
426,Bolobo,,-2.1667,16.2333,70.38,95,100,0.87,light rain
427,Turbat,,26.0023,63.044,84.38,52,26,1.81,scattered clouds
428,Mrakovo,,52.7161,56.6244,41.86,58,85,14.09,overcast clouds
429,Sojat,,25.9167,73.6667,83.77,68,85,6.38,overcast clouds
430,Clyde River,,70.4692,-68.5914,25.99,87,32,9.46,scattered clouds
431,Flinders,,-34.5833,150.8552,67.8,56,62,5.01,broken clouds
432,Mtimbira,,-8.7833,36.35,67.51,64,41,2.13,scattered clouds
433,Deputatskiy,,69.3,139.9,27.7,72,100,13.58,overcast clouds
434,Llanes,,43.4198,-4.7549,66.88,72,90,7.65,overcast clouds
435,Gondar,,12.6,37.4667,53.47,74,3,4.21,clear sky
436,West Bay,,19.3667,-81.4167,84.27,80,20,1.99,few clouds
437,Marsa Matruh,,31.3525,27.2453,73.6,73,0,6.91,clear sky
438,Msanga,,-6.05,36.0333,62.2,70,38,4.09,scattered clouds
439,Lincoln,,40.8,-96.667,80.02,48,1,3.0,clear sky
440,Wanning,,18.8003,110.3967,85.66,70,14,5.84,light rain
441,Back Mountain,,41.3359,-75.9963,58.66,80,73,3.76,broken clouds
442,Huescar,,37.811,-2.5412,63.95,51,89,0.92,overcast clouds
443,Korem,,12.5058,39.5228,53.35,48,44,2.48,scattered clouds
444,Arauca,,7.0847,-70.7591,76.14,79,22,2.24,few clouds
445,Kristiinankaupunki,,62.2743,21.376,46.92,84,75,10.49,broken clouds
446,Gizo,,-8.103,156.8419,84.2,68,92,3.11,overcast clouds
447,Maldonado,,-34.6667,-54.9167,58.39,92,8,3.56,clear sky
448,Spas-Demensk,,54.4122,34.0226,46.31,90,89,8.66,overcast clouds
449,Neuquen,,-38.9516,-68.0591,49.89,46,0,2.3,clear sky
450,Santana Do Livramento,,-30.8908,-55.5328,56.17,92,0,5.55,clear sky
451,Magadi,,12.9667,77.2333,71.94,84,100,11.5,moderate rain
452,Port-Gentil,,-0.7193,8.7815,77.68,82,100,9.78,overcast clouds
453,Mustafakemalpasa,,40.0353,28.4117,64.45,74,0,1.66,clear sky
454,Gairo,,39.8497,9.5047,65.41,70,100,4.97,overcast clouds
455,Kruisfontein,,-34.0033,24.7314,55.49,94,7,4.05,clear sky
456,Kavaratti,,10.5669,72.642,81.27,79,100,23.67,overcast clouds
457,Kieta,,-6.2167,155.6333,83.91,73,80,4.72,light rain
458,Trincomalee,,8.5711,81.2335,82.11,76,100,24.83,overcast clouds
459,Woodstock,,43.1334,-80.7497,62.65,81,100,7.0,overcast clouds
460,Usogorsk,,63.4106,48.6872,41.41,95,100,6.42,overcast clouds
461,Ekibastuz,,51.6667,75.3667,36.52,53,100,21.14,light rain
462,Skibbereen,,51.55,-9.2667,51.6,82,71,15.43,broken clouds
463,Sinop,,41.7711,34.8709,52.02,64,0,2.26,clear sky
464,Izumo,,35.3667,132.7667,76.95,73,20,14.97,few clouds
465,Lakes Entrance,,-37.8811,147.981,66.58,47,15,7.09,few clouds
466,Byron Bay,,-28.65,153.6167,69.91,53,78,9.46,broken clouds
467,Tautira,,-17.7333,-149.15,82.42,78,15,12.77,few clouds
468,Ukiah,,39.1502,-123.2078,67.89,49,1,8.05,clear sky
469,Oktyabrskiy,,54.4815,53.471,45.86,89,100,12.44,overcast clouds
470,Katsuura,,35.1333,140.3,80.19,64,27,18.52,scattered clouds
471,Kadhan,,24.481,68.9859,84.79,70,45,9.4,scattered clouds
472,Eqbaliyeh,,35.3022,51.5358,66.02,44,0,4.43,clear sky
473,Bathsheba,,13.2167,-59.5167,79.41,83,75,14.97,broken clouds
474,San Matias,,-16.3667,-58.4,80.82,51,31,5.12,scattered clouds
475,Sorland,,67.667,12.6934,53.01,86,97,11.12,overcast clouds
476,Chipinge,,-20.1883,32.6236,58.12,75,0,4.45,clear sky
477,Araguaina,,-7.1911,-48.2072,82.81,46,15,1.25,few clouds
478,Svetlaya,,46.5389,138.3297,63.68,68,14,10.42,few clouds
479,Tarakan,,3.3,117.6333,85.5,74,40,3.44,scattered clouds
480,Beira,,-19.8436,34.8389,69.89,94,20,3.44,few clouds
481,Chardara,,41.2547,67.9692,61.97,57,0,10.6,clear sky
482,Mtwara,,-10.2667,40.1833,69.13,100,20,9.22,few clouds
483,Upata,,8.0086,-62.3989,73.44,83,56,3.74,broken clouds
484,Merauke,,-8.4667,140.3333,81.55,80,68,13.27,broken clouds
485,Praia,,14.9215,-23.5087,77.54,83,20,8.05,few clouds
486,Sao Filipe,,14.8961,-24.4956,78.4,81,79,5.53,broken clouds
487,Mount Gambier,,-37.8333,140.7667,66.11,34,76,12.66,broken clouds
488,San Carlos De Bariloche,,-41.1456,-71.3082,31.75,64,0,4.61,clear sky
489,Coahuayana,,18.7333,-103.6833,78.96,89,87,0.78,overcast clouds
490,Puerto Ayacucho,,5.6639,-67.6236,75.07,90,92,4.21,overcast clouds
491,Miles City,,46.4083,-105.8406,79.77,19,1,5.75,clear sky
492,Belaya Gora,,68.5333,146.4167,30.54,64,100,16.64,overcast clouds
493,Vilhena,,-12.7406,-60.1458,69.67,84,64,4.45,broken clouds
494,Kununurra,,-15.7667,128.7333,94.98,29,33,9.22,scattered clouds
495,Kaeo,,-35.1,173.7833,51.96,89,100,2.51,light rain
496,Ous,,60.9058,61.5186,31.95,86,100,7.0,overcast clouds
497,Ballina,,-28.8667,153.5667,69.98,63,90,6.91,overcast clouds
498,Masuda,,34.6667,131.85,78.53,78,20,4.61,few clouds
499,Sala,,34.0389,-6.8166,66.63,100,98,0.0,overcast clouds
500,Van Wert,,40.8695,-84.5841,66.22,66,1,1.99,clear sky
501,Owando,,-0.4819,15.8999,69.3,98,89,1.7,light rain
502,Avera,,33.194,-82.5271,66.7,57,0,3.8,clear sky
503,Gannan,,47.9147,123.5031,63.63,58,0,12.95,clear sky
504,Cuenca,,-2.8833,-78.9833,55.53,76,98,2.3,overcast clouds
505,Zhigansk,,66.7697,123.3711,36.12,77,67,24.0,broken clouds
506,Dukat,,62.55,155.55,30.72,67,97,4.52,overcast clouds
507,Carbonear,,47.7332,-53.2148,55.6,95,87,7.49,overcast clouds
508,Mantua,,45.1667,10.7833,64.71,90,99,1.99,overcast clouds
509,Vanavara,,60.34,102.2797,32.81,93,100,12.1,light snow
510,Qingyuan,,23.7,113.0333,87.78,63,1,3.49,clear sky
511,San Jose De Las Lajas,,22.9614,-82.1511,76.23,85,0,5.77,clear sky
512,Vostok,,46.4856,135.8833,66.2,54,96,5.53,overcast clouds
513,San Andres,,12.5847,-81.7006,78.82,89,40,17.27,scattered clouds
514,Graham,,47.0529,-122.2943,58.6,94,90,0.0,light intensity drizzle
515,Keffi,,8.8486,7.8736,77.38,97,69,1.95,broken clouds
516,Gonda,,27.1333,81.9333,84.83,72,13,6.76,few clouds
517,Kinarut,,5.8231,116.0466,84.22,83,20,2.3,few clouds
518,Bubaque,,11.2833,-15.8333,83.01,79,97,9.08,overcast clouds
519,Andenes,,69.3143,16.1194,55.38,82,99,18.41,light rain
520,Kathmandu,,27.7167,85.3167,70.02,94,20,2.3,mist
521,Kainantu,,-6.2887,145.8655,75.09,61,100,5.14,overcast clouds
522,Hami,,42.8,93.45,70.11,18,0,3.4,clear sky
523,Ada,,43.4166,-116.1262,74.28,32,6,6.6,clear sky
524,Ahuimanu,,21.4447,-157.8378,87.51,77,90,13.8,light rain
525,Aswan,,24.0934,32.907,78.1,36,0,11.5,clear sky
526,La Ronge,,55.1001,-105.2842,57.45,67,90,4.61,overcast clouds
527,Waipawa,,-41.4122,175.5153,48.45,88,100,11.12,light rain
528,Vanimo,,-2.6741,141.3028,85.57,64,100,5.93,heavy intensity rain
529,Teupasenti,,14.2167,-86.7,72.86,95,99,2.59,overcast clouds
530,North Bend,,43.4065,-124.2243,70.25,91,90,14.97,overcast clouds
531,Oia,,40.5426,-8.5386,62.46,90,99,4.5,overcast clouds
532,Nesna,,66.1967,13.0213,49.57,81,100,17.09,overcast clouds
533,Kenai,,60.5544,-151.2583,47.03,69,1,5.75,clear sky
534,Sakakah,,29.9697,40.2064,71.17,26,0,3.11,clear sky
535,Teknaf,,20.8624,92.3058,80.85,87,100,5.7,overcast clouds
536,Kruglolesskoye,,44.6589,42.8142,57.29,84,99,16.67,light rain
537,Anadyr,,64.75,177.4833,36.1,80,0,2.24,clear sky
538,Shemonaikha,,50.6328,81.9056,35.91,50,15,6.98,few clouds
539,Westport,,41.1415,-73.3579,67.98,80,1,1.99,clear sky
540,Saint-Georges,,12.0564,-61.7485,80.28,83,20,0.0,few clouds
541,Vestmannaeyjar,,63.4427,-20.2734,42.3,74,98,19.93,overcast clouds
542,Petatlan,,17.5167,-101.2667,78.98,84,98,2.15,overcast clouds
543,Ambilobe,,-13.2,49.05,68.72,68,11,2.84,few clouds
544,Aykhal,,66.0,111.5,30.74,88,100,19.19,overcast clouds
545,Agnibilekrou,,7.1344,-3.2047,70.34,100,100,2.59,overcast clouds
546,Kushima,,31.4583,131.2333,85.51,67,59,13.42,broken clouds
547,Yarmouth,,41.7057,-70.2286,66.09,70,1,15.99,clear sky
548,Businga,,3.3333,20.8833,69.98,98,100,1.95,overcast clouds
549,Lugovoy,,42.9472,72.7644,69.22,24,0,18.3,clear sky
550,Khandyga,,62.6667,135.6,43.9,58,82,5.01,broken clouds
551,Qasigiannguit,,68.8193,-51.1922,21.45,77,0,3.91,clear sky
552,Shu,,43.5983,73.7614,74.08,17,0,20.58,clear sky
553,Lavrentiya,,65.5833,-171.0,33.04,82,68,3.42,broken clouds
554,Paracuru,,-3.41,-39.0306,81.1,82,57,15.99,broken clouds
555,Maxixe,,-23.8597,35.3472,69.84,91,1,6.38,clear sky
556,Westerland,,54.9079,8.3033,59.94,100,75,4.61,broken clouds
557,Morondava,,-20.2833,44.2833,73.63,85,4,7.14,clear sky
558,Simi,,9.5667,-12.35,72.48,97,100,1.83,light rain
559,Prince Rupert,,54.3161,-130.3201,55.09,83,90,11.5,light rain
560,Severomuysk,,56.1481,113.4267,25.86,87,99,6.4,overcast clouds
561,Abu Dhabi,,24.4667,54.3667,87.91,51,100,5.75,overcast clouds
562,Rafai,,4.95,23.9167,67.86,98,100,0.85,overcast clouds
563,Canmore,,51.0834,-115.3521,62.71,72,69,4.61,broken clouds
564,Quarai,,-30.3875,-56.4514,58.15,87,0,8.46,clear sky
565,Karachi,,24.9056,67.0822,84.02,79,20,0.0,smoke
566,Santa Maria Da Vitoria,,-13.3947,-44.1886,78.44,41,6,7.34,clear sky
567,Garissa,,-0.4536,39.6401,72.45,82,46,12.97,scattered clouds
568,Kloulklubed,,7.0419,134.2556,86.5,74,84,7.94,broken clouds
569,La Verne,,34.1008,-117.7678,74.01,77,1,8.05,clear sky
570,Joao Pinheiro,,-17.7425,-46.1725,70.88,62,88,15.97,overcast clouds
571,Khorixas,,-20.3667,14.9667,63.16,40,4,3.33,clear sky
572,Busayra,,30.7376,35.6078,63.75,62,0,2.89,clear sky
573,Aloleng,,16.1307,119.7824,85.44,71,90,5.97,overcast clouds
574,Nangka,,9.4006,122.8169,85.53,72,52,7.11,broken clouds
575,Vanderhoof,,54.0166,-124.0198,55.22,75,92,3.74,overcast clouds
576,Damietta,,31.4165,31.8133,76.89,69,2,6.46,clear sky
577,Timbiqui,,2.7717,-77.6654,75.56,94,97,4.9,light rain
578,Gigmoto,,13.7796,124.39,85.46,73,100,3.24,overcast clouds
579,Rocha,,-34.4833,-54.3333,54.1,94,6,3.56,clear sky
580,Sao Lourenco Do Sul,,-31.3653,-51.9783,60.89,95,1,4.34,clear sky
581,Goderich,,43.7501,-81.7165,61.12,82,100,6.91,overcast clouds
582,Camana,,-16.6228,-72.7111,61.12,80,52,5.06,broken clouds
583,Las Navas,,12.3392,125.0313,91.15,56,99,4.41,overcast clouds
584,Santa Cruz,,-17.8,-63.1667,80.06,69,88,6.91,smoke
585,Monte Alegre,,-2.0078,-54.0692,77.47,69,36,2.98,scattered clouds
586,Nome,,64.5011,-165.4064,37.47,75,75,8.05,broken clouds
587,Aklera,,24.4167,76.5667,81.25,79,22,7.87,few clouds
588,Atsipopoulon,,35.35,24.4333,70.92,61,0,5.21,clear sky
589,General Pico,,-35.6566,-63.7568,49.6,51,4,9.15,clear sky
590,Kaliua,,-5.0606,31.7936,72.84,43,90,4.7,overcast clouds
591,Sorong,,-0.8833,131.25,83.12,75,15,5.14,few clouds
592,Praia Da Vitoria,,38.7333,-27.0667,68.25,77,75,16.46,broken clouds
593,Fort Saint James,,54.4333,-124.25,51.71,85,79,2.06,broken clouds
594,Shingu,,33.7333,135.9833,77.99,79,98,10.49,overcast clouds
595,Panzhihua,,26.5851,101.7128,78.46,66,6,0.89,clear sky
596,Balad,,34.0164,44.1453,70.74,17,0,12.33,clear sky
597,Marsh Harbour,,26.5412,-77.0636,79.77,63,0,11.63,clear sky
598,Plover,,44.4564,-89.544,63.03,77,1,3.0,clear sky
599,San Roque,,36.2107,-5.3842,65.23,82,79,6.91,broken clouds
600,Luanda,,-8.8368,13.2343,71.82,86,98,7.02,overcast clouds
601,Castelbuono,,37.932,14.0886,72.39,74,46,1.28,scattered clouds
602,Kenora,,49.8167,-94.4337,60.78,67,75,4.61,broken clouds
603,Mnogovershinnyy,,53.9353,139.9242,55.2,37,97,6.17,overcast clouds
604,Dabeiba,,7.0017,-76.2672,74.25,98,98,1.21,overcast clouds
605,Buluang,,13.3068,123.3425,85.3,75,100,2.1,overcast clouds
606,Sitrah,,26.1547,50.6206,86.0,48,1,8.01,dust
607,Ismailia,,30.6043,32.2723,69.04,77,1,6.46,clear sky
608,Gisenyi,,-1.7028,29.2564,61.54,85,45,3.76,scattered clouds
609,Boralday,,43.3578,76.8594,53.46,43,1,2.24,clear sky
610,Thunder Bay,,48.4001,-89.3168,51.57,87,1,2.3,clear sky
611,Ormara,,25.2088,64.6357,82.15,76,46,7.78,scattered clouds
612,Dudinka,,69.4058,86.1778,34.29,56,98,6.51,overcast clouds
613,Cabanas,,22.9758,-82.9219,77.56,80,0,8.52,clear sky
614,Port Blair,,11.6667,92.75,81.72,81,100,10.6,overcast clouds
615,Mul,,20.0667,79.6667,77.94,92,100,11.07,overcast clouds
616,Basco,,20.4487,121.9702,84.49,76,13,12.3,few clouds
617,Vestmanna,,62.1564,-7.1664,47.32,100,75,9.22,broken clouds
618,Big Spring,,32.2504,-101.4787,80.08,41,1,1.01,clear sky
619,Smidovich,,48.6,133.8167,67.95,63,100,11.34,moderate rain
620,Esil,,51.9556,66.4042,44.35,38,100,24.76,overcast clouds
621,Ust-Barguzin,,53.45,108.9833,42.71,61,63,6.2,broken clouds
622,Darhan,,49.4867,105.9228,46.17,51,93,2.57,overcast clouds
623,Vytegra,,61.0064,36.4481,42.31,94,59,3.47,broken clouds
624,Prieska,,-29.6641,22.7474,65.16,13,0,4.47,clear sky
625,Damghan,,36.1683,54.348,57.9,48,0,1.23,clear sky
626,Rendsburg,,54.3,9.6667,63.34,64,100,2.3,overcast clouds
627,Alihe,,50.5667,123.7167,54.55,50,2,13.04,clear sky
628,Sambava,,-14.2667,50.1667,71.28,83,100,13.18,light rain
629,Skiathos,,39.1623,23.4909,69.96,52,0,2.17,clear sky
630,Akyab,,20.15,92.9,79.57,88,100,3.8,moderate rain
631,Axim,,4.8699,-2.2405,74.59,93,100,7.27,overcast clouds
632,Noumea,,-22.2763,166.4572,76.98,62,35,10.4,scattered clouds
633,Oxelosund,,58.6706,17.1015,50.38,93,0,5.75,clear sky
634,Bilibino,,68.0546,166.4372,30.76,97,100,21.3,snow
635,Berlevag,,70.8578,29.0864,50.0,85,100,19.3,overcast clouds
636,Nokha,,27.6,73.4167,83.46,66,0,12.53,clear sky
637,Shibukawa,,36.4833,139.0,77.13,65,90,4.9,overcast clouds
638,Shenjiamen,,29.9576,122.298,79.0,79,28,8.59,scattered clouds
639,Orocue,,4.7912,-71.3354,78.67,74,39,3.13,scattered clouds
640,San Quintin,,30.4833,-115.95,67.78,79,42,9.48,scattered clouds
641,Dori,,14.0354,-0.0345,84.56,47,6,11.72,clear sky
642,Beyneu,,45.3167,55.2,61.3,60,100,24.09,overcast clouds
643,Esperance,,-33.8667,121.9,60.64,83,82,13.15,light rain
644,Ilo,,-17.6394,-71.3375,59.68,81,55,1.45,broken clouds
645,Baruun-Urt,,46.6806,113.2792,58.57,27,0,17.36,clear sky
646,Taksimo,,56.3444,114.8794,38.35,83,100,4.0,light rain
647,Penzance,,50.1186,-5.5371,54.28,88,100,19.24,overcast clouds
648,Fjerritslev,,57.0813,9.2664,59.05,90,90,16.28,overcast clouds
649,Morehead,,37.2711,-87.1764,62.83,90,1,0.0,clear sky
650,Svetlyy,,54.675,20.1347,41.05,75,72,9.82,broken clouds
651,Santo Tomas,,14.1079,121.1414,86.25,72,58,4.9,broken clouds
652,Catamayo,,-3.9833,-79.35,63.09,86,66,4.9,broken clouds
653,Manzanillo,,20.3433,-77.1167,77.38,89,50,9.06,scattered clouds
654,Boa Esperanca,,-21.09,-45.5658,65.1,81,88,3.38,overcast clouds
655,Puerto Leguizamo,,-0.1934,-74.7819,75.9,73,43,0.98,scattered clouds
656,Puerto Cabello,,10.4731,-68.0125,83.23,71,43,8.39,scattered clouds
657,Loralai,,30.3705,68.598,74.21,51,0,1.23,clear sky
658,Ulladulla,,-35.35,150.4667,64.87,47,29,14.63,scattered clouds
659,Hare Bay,,48.8499,-54.0148,54.75,97,95,4.74,overcast clouds
660,Saldanha,,-33.0117,17.9442,55.45,89,3,14.88,clear sky
661,Necochea,,-38.5473,-58.7368,46.04,73,87,8.75,overcast clouds
662,Vila Do Maio,,15.1333,-23.2167,77.79,80,50,9.82,scattered clouds
663,Rucheng,,32.3883,120.5553,89.01,60,12,7.63,few clouds
664,Veere,,51.5483,3.6667,61.18,93,27,4.0,scattered clouds
665,Makakilo City,,21.3469,-158.0858,86.32,62,20,14.97,few clouds
666,Kiama,,-34.6833,150.8667,68.0,55,62,7.0,broken clouds
667,Luwuk,,-0.9516,122.7875,85.93,64,98,5.68,overcast clouds
668,Fukue,,32.6881,128.8419,79.16,73,75,8.05,broken clouds
669,Sayyan,,15.1718,44.3244,56.37,24,1,2.44,clear sky
670,Nizwa,,22.9333,57.5333,83.23,51,67,0.58,broken clouds
671,Pitkyaranta,,61.5734,31.4792,43.14,93,99,5.46,overcast clouds
672,Penalva,,-3.2942,-45.1736,76.42,86,17,5.82,few clouds
673,Mozarlandia,,-14.7447,-50.5706,80.85,50,62,4.97,broken clouds
674,Gorin,,51.1983,136.6669,64.45,52,100,6.49,overcast clouds
675,Bambanglipuro,,-7.95,110.2833,84.16,63,80,15.3,broken clouds
676,Pecos,,31.4229,-103.4932,83.23,34,1,10.36,clear sky
677,Tulle,,45.3333,1.8333,53.98,92,99,2.53,overcast clouds
678,Salinopolis,,-0.6136,-47.3561,79.63,76,32,11.97,scattered clouds
679,High Level,,58.5169,-117.136,44.71,93,90,8.05,light rain
680,Dombarovskiy,,50.7587,59.5386,45.99,55,0,4.94,clear sky
681,Kampot,,10.6167,104.1833,84.25,72,73,6.02,broken clouds
682,Chiredzi,,-21.05,31.6667,64.62,74,0,3.98,clear sky
683,Belmopan,,17.25,-88.7667,81.3,97,100,2.39,overcast clouds
684,Davila,,18.4726,120.5763,89.58,69,5,7.38,clear sky
685,Nizhneudinsk,,54.9076,99.0276,41.63,55,84,5.55,broken clouds
686,Honiara,,-9.4333,159.95,83.21,79,100,6.04,light rain
687,Agirish,,61.9247,63.0231,31.32,84,88,6.8,overcast clouds
688,Fort Nelson,,58.8053,-122.7002,44.19,70,90,0.0,light rain
689,Markova,,48.6758,24.4138,52.32,93,68,2.26,broken clouds
690,Trinidad,,-14.8333,-64.9,84.81,37,11,3.98,few clouds
691,Bosanska Gradiska,,45.1411,17.25,64.65,85,40,0.18,scattered clouds
692,Amazar,,53.858,120.875,45.27,75,79,11.12,light rain
693,Erenhot,,43.6475,111.9767,64.99,21,0,14.83,clear sky
694,Kawambwa,,-9.7915,29.0791,73.11,34,98,2.64,overcast clouds
695,Kardailovo,,51.5386,53.9042,51.98,77,100,2.93,light rain
696,Navahrudak,,53.6,25.8333,40.37,91,1,4.43,clear sky
697,Novoasbest,,57.7422,60.2877,34.34,74,100,12.19,overcast clouds
698,Pustoshka,,56.3355,29.369,39.43,98,13,4.83,few clouds
699,Tjome,,59.1109,10.3933,53.6,98,90,4.61,moderate rain
700,Igrim,,63.1906,64.4162,32.74,80,20,3.87,few clouds
701,Quatre Cocos,,-20.2078,57.7625,71.1,76,70,20.36,broken clouds
702,Orlik,,52.5178,99.825,33.53,76,100,2.98,light snow
703,Malmesbury,,-33.4608,18.7271,58.8,94,2,2.89,clear sky
704,Mindelo,,16.8901,-24.9804,78.35,73,75,14.97,broken clouds
705,Gibara,,21.1097,-76.1317,79.92,80,5,8.21,clear sky
706,Volokolamsk,,56.0336,35.9694,45.86,96,100,8.81,overcast clouds
707,Zeya,,53.75,127.2667,54.3,98,100,8.97,light rain
708,Dhidhdhoo,,6.8833,73.1,79.83,78,100,19.77,light rain
709,Haimen,,23.1935,116.6142,85.89,63,1,9.6,clear sky
710,Sisimiut,,66.9395,-53.6735,25.54,49,0,7.05,clear sky
711,Garowe,,8.4054,48.4845,76.64,56,6,17.78,clear sky
712,Ban Nahin,,18.2418,104.2122,88.63,57,7,0.36,clear sky
713,Mangrol,,21.1167,70.1167,81.55,81,94,5.53,overcast clouds
714,Mataura,,-46.1927,168.8643,55.47,34,4,2.06,clear sky
715,Avarua,,-21.2078,-159.775,78.85,69,46,3.44,scattered clouds
716,Haines Junction,,60.7522,-137.5108,37.35,75,100,4.61,overcast clouds
717,Yulara,,-25.2406,130.9889,87.64,8,95,16.11,overcast clouds
718,Atuona,,-9.8,-139.0333,78.08,73,5,18.81,clear sky
719,San Policarpo,,12.1791,125.5072,87.08,63,99,3.94,overcast clouds
720,Lamu,,-2.2717,40.902,77.22,80,9,14.12,clear sky
721,Nanortalik,,60.1432,-45.2371,36.91,79,8,3.56,clear sky
722,Porto Novo,,6.4965,2.6036,76.82,90,99,2.8,overcast clouds
723,Jamestown,,42.097,-79.2353,63.72,84,75,1.99,broken clouds
724,Castro,,-24.7911,-50.0119,61.03,83,1,5.57,clear sky
725,Dikson,,73.5069,80.5464,35.53,86,76,24.67,broken clouds
726,Codrington,,-38.2667,141.9667,64.2,53,13,12.41,few clouds
727,Arraial Do Cabo,,-22.9661,-42.0278,71.08,87,86,22.15,overcast clouds
728,Aksu,,41.1231,80.2644,70.5,20,0,1.1,clear sky
729,Bredasdorp,,-34.5322,20.0403,56.52,88,39,1.14,scattered clouds
730,Busselton,,-33.65,115.3333,63.09,75,64,12.41,broken clouds
731,Payo,,-3.7508,103.6372,80.33,84,91,1.7,overcast clouds
732,Leningradskiy,,69.3833,178.4167,29.75,79,100,6.31,overcast clouds
733,Zhob,,31.3411,69.4481,75.02,56,0,1.83,clear sky
